id,name,group
14395,Viracept 625 mg filmtabletta,oral
14396,Viramune  50 mg retard tabletta,oral
14397,Viramune 100 mg retard tabletta,oral
14398,Viramune 200 mg tabletta,oral
14399,Viramune 400 mg retard tabletta,oral
14400,Viramune 50 mg/5 ml belsőleges szuszpenzió,oral
14401,VIRANTI 50 mg/g külsőleges gyógyszeres rúd,oral
14402,Viread 245 mg filmtabletta,oral
14403,VIREGYT 100 mg kemény kapszula,oral
14404,"VIRGAN 1,5 mg/g szemgél",oral
14405,VIROLEX  25 mg/ml por oldatos infúzióhoz,oral
14406,VIROLEX  30 mg/g szemkenőcs,oral
14407,VIROLEX  50 mg/g krém,oral
14408,VIROLEX 200 mg tabletta,oral
14409,VIRU-MERZ gél,oral
14410,VISACOR 10 mg filmtabletta,oral
14411,VISACOR 20 mg filmtabletta,oral
14412,VISANNE 2 mg tabletta,oral
14413,Viscum album golyócskák  (C    5),oral
14414,Viscum album golyócskák  (C    6),oral
14415,Viscum album golyócskák  (C    9),oral
14416,Viscum album golyócskák  (C   12),oral
14417,Viscum album golyócskák  (C   15),oral
14418,Viscum album golyócskák  (C   30),oral
14419,Viscum album golyócskák  (C  200),oral
14420,Viscum album golyócskák  (C 1000),oral
14421,Viscum album golyócskák  (C10000),oral
14422,Viscum album golyócskák  (D  4),oral
14423,Viscum album golyócskák  (D  6),oral
14424,Viscum album golyócskák  (D 12),oral
14425,Viscum album golyócskák  (D 30),oral
14426,Viscum album golyócskák  (D200),oral
14427,VISERA 10 mg/ml koncentrátum oldatos infúzióhoz,oral
14428,"VISINE CLASSIC 0,5 mg/ml oldatos szemcsepp",oral
14429,VISINE CLASSIC szemcsepp,oral
14430,VISKALDIX 5 mg/10 mg tabletta,oral
14431,VISKEN tabletta,oral
14432,VISTAGAN LIQUIFILM 5 mg/ml oldatos szemcsepp,oral
14433,Vistide 75 mg/ml koncentrátum oldatos infúzióhoz,oral
14434,Visudyne 15 mg por oldatos infúzióhoz,oral
14435,VITALIPID ADULT emulziós infúzió,oral
14436,VITALIPID INFANT emulziós infúzió,oral
14437,VITAMID   800 NE filmtabletta,oral
14438,VITAMID  1000 NE filmtabletta,oral
14439,VITAMID  7000 NE filmtabletta,oral
14440,VITAMID 30000 NE filmtabletta,oral
14441,VITAMIN A Bioextra 25000 NE lágy kapszula,oral
14442,VITAMIN A Bioextra 50000 NE lágy kapszula,oral
14443,VITAMIN A EGIS 50000 NE kemény kapszula,oral
14444,VITAMIN A EGIS olaj,oral
14445,VITAMIN B komplex Bioextra lágy kapszula,oral
14446,VITAMIN B1-ZENTIVA 10 mg tabletta,oral
14447,VITAMIN B6 EGIS 20 mg tabletta,oral
14448,VITAMIN C EGIS 100 mg filmtabletta,oral
14449,VITAMIN C EGIS 100 mg filmtabletta,oral
14450,VITAMIN C EGIS 200 mg filmtabletta,oral
14451,VITAMIN C EGIS 200 mg filmtabletta,oral
14452,VITAMIN C EGIS 500 mg filmtabletta,oral
14453,VITAMIN C EGIS 500 mg filmtabletta,oral
14454,VITAMIN D3 3000 NE BIOEXTRA lágy kapszula,oral
14455,VITAMIN D3 Fresenius 1000 NE tabletta,oral
14456,VITAMIN D3 PHARMA PATENT   800 NE filmtabletta,oral
14457,VITAMIN D3 PHARMA PATENT  1000 NE filmtabletta,oral
14458,VITAMIN D3 PHARMA PATENT  7000 NE filmtabletta,oral
14459,VITAMIN D3 PHARMA PATENT 30000 NE filmtabletta,oral
14460,Vitamin E,oral
14461,VITAMIN E BIOEXTRA 100 mg lágy kapszula,oral
14462,VITAMIN E BIOEXTRA 200 mg lágy kapszula,oral
14463,VITAMIN E BIOEXTRA 400 mg lágy kapszula,oral
14464,Vitex agnus castus (Agnus castus) golyócskák (C  5),oral
14465,Vitex agnus castus (Agnus castus) golyócskák (C  6),oral
14466,Vitex agnus castus (Agnus castus) golyócskák (C  9),oral
14467,Vitex agnus castus (Agnus castus) golyócskák (C 12),oral
14468,Vitex agnus castus (Agnus castus) golyócskák (C 15),oral
14469,Vitex agnus castus (Agnus castus) golyócskák (C 30),oral
14470,Vitex agnus castus (Agnus castus) golyócskák (C200),oral
14471,Vitex agnus castus (Agnus castus) golyócskák (D 4),oral
14472,Vitex agnus castus (Agnus castus) golyócskák (D 5),oral
14473,Vitex agnus castus (Agnus castus) golyócskák (D 6),oral
14474,Vitex agnus castus (Agnus castus) golyócskák (D10),oral
14475,Vitex agnus castus (Agnus castus) golyócskák (D12),oral
14476,Vitex agnus castus (Agnus castus) golyócskák (D30),oral
14477,Vitex agnus-castus (Agnus castus) golyócskák  (C   5),oral
14478,Vitex agnus-castus (Agnus castus) golyócskák  (C   6),oral
14479,Vitex agnus-castus (Agnus castus) golyócskák  (C   9),oral
14480,Vitex agnus-castus (Agnus castus) golyócskák  (C  12),oral
14481,Vitex agnus-castus (Agnus castus) golyócskák  (C  15),oral
14482,Vitex agnus-castus (Agnus castus) golyócskák  (C  30),oral
14483,Vitex agnus-castus (Agnus castus) golyócskák  (C 200),oral
14484,Vitex agnus-castus (Agnus castus) golyócskák  (C1000),oral
14485,Vitex agnus-castus (Agnus castus) golyócskák  (D   4),oral
14486,Vitex agnus-castus (Agnus castus) golyócskák  (D   6),oral
14487,Vitex agnus-castus (Agnus castus) golyócskák  (D  12),oral
14488,Vitex agnus-castus (Agnus castus) golyócskák  (D  30),oral
14489,Vitex agnus-castus (Agnus castus) golyócskák  (D 200),oral
14490,Vitex agnus-castus (Agnus castus) golyócskák  (D1000),oral
14491,VITION kemény kapszula,oral
14492,"VIVACE  2,5 mg tabletta",oral
14493,VIVACE  5 mg tabletta,oral
14494,VIVACE 10 mg tabletta,oral
14495,Vivanza  5 mg filmtabletta,oral
14496,Vivanza 10 mg filmtabletta,oral
14497,Vivanza 20 mg filmtabletta,oral
14498,"VIVIENNE 3 mg/0,03 mg filmtabletta",oral
14499,Vizarsin  25 mg filmtabletta,oral
14500,Vizarsin  25 mg szájban diszpergálódó tabletta,oral
14501,Vizarsin  50 mg filmtabletta,oral
14502,Vizarsin  50 mg szájban diszpergálódó tabletta,oral
14503,Vizarsin 100 mg filmtabletta,oral
14504,Vizarsin 100 mg szájban diszpergálódó tabletta,oral
14505,VIZENDO  10 mg filmtabletta,oral
14506,VIZENDO 4 mg rágótabletta,oral
14507,VIZENDO 5 mg rágótabletta,oral
14508,Vocara cseppek,oral
14509,Volibris  5 mg filmtabletta,oral
14510,Volibris 10 mg filmtabletta,oral
14511,"VOLINA 3 mg/0,03 mg filmtabletta",oral
14512,VOLTAFLEX Glucosamine 625 mg filmtabletta,oral
14513,VOLTAREN 100 mg retard filmtabletta,oral
14514,VOLTAREN 25 mg gyomornedv-ellenálló filmtabletta,oral
14515,VOLTAREN 50 mg gyomornedv-ellenálló filmtabletta,oral
14516,VOLTAREN 50 mg végbélkúp,oral
14517,VOLTAREN 75 mg retard filmtabletta,oral
14518,VOLTAREN ACTIGO 140 mg gyógyszeres tapasz,oral
14519,"VOLTAREN DOLO 12,5 mg filmtabletta",oral
14520,"VOLTAREN DOLO 12,5 mg lágy kapszula",oral
14521,VOLTAREN DOLO 25 mg bevont tabletta,oral
14522,VOLTAREN DOLO 25 mg lágy kapszula,oral
14523,VOLTAREN Emulgel 1% gél,oral
14524,VOLTAREN Emulgel 1% gél,oral
14525,VOLTAREN EMULGEL FORTE 20 mg/g gél,oral
14526,VOLTAREN OPHTHA CD 1 mg/ml oldatos szemcsepp,oral
14527,VOLULYTE 6% oldatos infúzió,oral
14528,VOLUVEN 10% oldatos infúzió,oral
14529,VOLUVEN 6% oldatos infúzió,oral
14530,VOMITA 8 mg filmtabletta,oral
14531,VOPECIDEX 150 mg filmtabletta,oral
14532,VOPECIDEX 500 mg filmtabletta,oral
14533,VORAMOL 200 mg por oldatos infúzióhoz,oral
14534,VOREDANIN 10 mg filmtabletta,oral
14535,VOREDANIN 20 mg filmtabletta,oral
14536,VOREDANIN 40 mg filmtabletta,oral
14537,VORICONAZOLE RICHTER  50 mg filmtabletta,oral
14538,VORICONAZOLE RICHTER 200 mg filmtabletta,oral
14539,VORICONAZOLE TEVA  50 mg filmtabletta,oral
14540,VORICONAZOLE TEVA 200 mg filmtabletta,oral
14541,VORICONAZOLE TEVA 200 mg por oldatos infúzióhoz,oral
14542,Votrient 200 mg filmtabletta,oral
14543,Votrient 400 mg filmtabletta,oral
14544,"Votubia  2,5 mg tabletta",oral
14545,Votubia  5 mg tabletta,oral
14546,Votubia 10 mg tabletta,oral
14547,Votubia 2 mg diszpergálódó tabletta,oral
14548,Votubia 3 mg diszpergálódó tabletta,oral
14549,Votubia 5 mg diszpergálódó tabletta,oral
14550,Vpriv 200 egység por oldatos infúzióhoz,oral
14551,Vpriv 400 egység por oldatos infúzióhoz,oral
14552,VULTAX  40 mg filmtabletta,oral
14553,VULTAX  80 mg filmtabletta,oral
14554,VULTAX 160 mg filmtabletta,oral
14555,Vyndaqel 20 mg lágy kapszula,oral
14556,WALBENOSEN bevont tabletta,oral
14557,WARFARIN ORION 3 mg tabletta,oral
14558,WARFARIN ORION 5 mg tabletta,oral
14559,"WARTEC 1,5 mg/g krém",oral
14560,WARTEC külsőleges oldat,oral
14561,WELLBUTRIN SR 150 mg retard tabletta,oral
14562,"WERENDI 4,6 mg/24 óra transzdermális tapasz",oral
14563,"WERENDI 9,5 mg/24 óra transzdermális tapasz",oral
14564,WICK GUAIFENOMED 200 mg/15 ml méz és gyömbér ízű szirup,oral
14565,"WICK SINEX Aloe Vera és Eukaliptusz 0,5 mg/ml oldatos orrspray",oral
14566,WICK TRIACTIN citrom ízű por belsőleges oldathoz,oral
14567,WICK VAPORUB kenőcs,oral
14568,Wilzin 25 mg kemény kapszula,oral
14569,Wilzin 50 mg keménykapszula,oral
14570,WINSULID 100 mg tabletta,oral
14571,WINSULID 50 mg/g granulátum,oral
14572,X-PLORIL filmtabletta,oral
14573,X-PREP-75 belsőleges oldat,oral
14574,"Xagrid 0,5 mg kemény kapszula",oral
14575,"XALACOM 0,05 mg/ml + 5 mg/ml oldatos szemcsepp",oral
14576,"XALATAN 0,05 mg/ml oldatos szemcsepp",oral
14577,XALAZIN 250 mg gyomornedv-ellenálló tabletta,oral
14578,XALAZIN 250 mg végbélkúp,oral
14579,XALAZIN 500 mg gyomornedv-ellenálló tabletta,oral
14580,XALAZIN 500 mg végbélkúp,oral
14581,Xalkori 200 mg kemény kapszula,oral
14582,Xalkori 250 mg kemény kapszula,oral
14583,"XALOPTIC COMBI 0,05 mg/ml+5 mg/ml oldatos szemcsepp",oral
14584,Xaluprine 20 mg/ml belsőleges szuszpenzió,oral
14585,XALVOBIN 150 mg filmtabletta,oral
14586,XALVOBIN 500 mg filmtabletta,oral
14587,"XAMIOL 50 mikrogramm/0,5 mg/g gél",oral
14588,"XANAX 0,25 mg tabletta",oral
14589,"XANAX 0,5 mg tabletta",oral
14590,XANAX 1 mg tabletta,oral
14591,"XANAX SR 0,5 mg retard tabletta",oral
14592,XANAX SR 1 mg retard tabletta,oral
14593,XANAX SR 2 mg retard tabletta,oral
14594,"XANAX SUBLINGUALIS 0,5 mg nyelvalatti tabletta",oral
14595,XANAX SUBLINGUALIS 1 mg nyelvalatti tabletta,oral
14596,"Xarelto  2,5 mg filmtabletta",oral
14597,Xarelto 10 mg filmtabletta,oral
14598,Xarelto 15 mg filmtabletta,oral
14599,Xarelto 20 mg filmtabletta,oral
14600,XEFO  4 mg filmtabletta,oral
14601,XEFO  8 mg filmtabletta,oral
14602,XEFO RAPID 8 mg filmtabletta,oral
14603,Xelevia  25 mg filmtabletta,oral
14604,Xelevia  50 mg filmtabletta,oral
14605,Xelevia 100 mg filmtabletta,oral
14606,Xeloda 150 mg filmtabletta,oral
14607,Xeloda 500 mg filmtabletta,oral
14608,XENAZINE 25 mg tabletta,oral
14609,Xenical 120 mg kemény kapszula,oral
14610,Xeristar 30 mg gyomornedv-ellenálló kemény kapszula,oral
14611,Xeristar 60 mg gyomornedv-ellenálló kemény kapszula,oral
14612,XETANOR 20 mg filmtabletta,oral
14613,XETANOR 30 mg filmtabletta,oral
14614,XETER  5 mg filmtabletta,oral
14615,XETER 10 mg filmtabletta,oral
14616,XETER 20 mg filmtabletta,oral
14617,XETER 40 mg filmtabletta,oral
14618,XIFIA 400 mg filmtabletta,oral
14619,XIFLODROP 5 mg/ml oldatos szemcsepp,oral
14620,Xigduo 5 mg/ 850 mg filmtabletta,oral
14621,Xigduo 5 mg/1000 mg filmtabletta,oral
14622,Xigris  5 mg por oldatos infúzióhoz,oral
14623,Xigris 20 mg por oldatos infúzióhoz,oral
14624,"XILOMETAZOLIN-HIDROKLORID/DEXPANTENOL-TEVA 0,5 mg/ml + 50 mg/ml oldatos orrspray",oral
14625,XILOMETAZOLIN-HIDROKLORID/DEXPANTENOL-TEVA 1 mg/ml + 50 mg/ml oldatos orrspray,oral
14626,XILOX 50 mg/g granulátum belsőleges szuszpenzióhoz,oral
14627,"XINDEA 3 mg/0,02 mg filmtabletta",oral
14628,XORIMAX 125 mg bevont tabletta,oral
14629,XORIMAX 250 mg bevont tabletta,oral
14630,XORIMAX 500 mg bevont tabletta,oral
14631,Xtandi 40 mg lágy kapszula,oral
14632,XYLENN 500 mg/125 mg filmtabletta,oral
14633,XYLENN 875 mg/125 mg filmtabletta,oral
14634,Xyrem 500 mg/ml belsőleges oldat,oral
14635,"XYZAL 0,5 mg/ml belsőleges oldat",oral
14636,XYZAL 5 mg filmtabletta,oral
14637,YADINE filmtabletta,oral
14638,YANTIL  25 mg retard tabletta,oral
14639,YANTIL  50 mg filmtabletta,oral
14640,YANTIL  50 mg retard tabletta,oral
14641,YANTIL  75 mg filmtabletta,oral
14642,YANTIL 100 mg filmtabletta,oral
14643,YANTIL 100 mg retard tabletta,oral
14644,YANTIL 150 mg retard tabletta,oral
14645,YANTIL 200 mg retard tabletta,oral
14646,YANTIL 250 mg retard tabletta,oral
14647,YAROCEN 15 mg szájban diszpergálódó tabletta,oral
14648,YAROCEN 30 mg szájban diszpergálódó tabletta,oral
14649,YAROCEN 45 mg szájban diszpergálódó tabletta,oral
14650,YASMINELLE filmtabletta,oral
14651,YASNAL  5 mg filmtabletta,oral
14652,YASNAL 10 mg filmtabletta,oral
14653,YASNAL Q-TAB  5 mg szájban diszpergálódó tabletta,oral
14654,YASNAL Q-TAB 10 mg szájban diszpergálódó tabletta,oral
14655,YBERSIGAX 150 mg filmtabletta,oral
14656,YBERSIGAX 300 mg filmtabletta,oral
14657,"Yellox 0,9 mg/ml oldatos szemcsepp",oral
14658,Yentreve 20 mg gyomornedv-ellenálló keménykapszula,oral
14659,Yentreve 40 mg gyomornedv-ellenálló keménykapszula,oral
14660,Yervoy 5 mg/ml koncentrátum oldatos infúzióhoz,oral
14661,"Yondelis 0,25 mg por oldatos infúzióhoz való koncentrátumhoz",oral
14662,Yondelis 1 mg por oldatos infúzióhoz való koncentrátumhoz,oral
14663,YOSQIERO 5 mg filmtabletta,oral
14664,YPSILA 20 mg kemény kapszula,oral
14665,YPSILA 40 mg kemény kapszula,oral
14666,YPSILA 60 mg kemény kapszula,oral
14667,YPSILA 80 mg kemény kapszula,oral
14668,"Ytracis radiofarmakon prekurzor, oldat",oral
14669,Yttriga radiogyógyszerészeti prekurzor oldat,oral
14670,"ZADITEN 0,25 mg/ml oldatos szemcsepp",oral
14671,"ZADITEN 0,50 mg/ml oldatos szemcsepp",oral
14672,ZALAIN 20 mg/g krém,oral
14673,ZALAIN 300 mg hüvelykúp,oral
14674,"Zalasta  2,5 mg tabletta",oral
14675,Zalasta  5 mg szájban diszpergálódó tabletta,oral
14676,Zalasta  5 mg tabletta,oral
14677,"Zalasta  7,5 mg szájban diszpergálódó tabletta",oral
14678,"Zalasta  7,5 mg tabletta",oral
14679,Zalasta 10 mg szájban diszpergálódó tabletta,oral
14680,Zalasta 10 mg tabletta,oral
14681,Zalasta 15 mg szájban diszpergálódó tabletta,oral
14682,Zalasta 15 mg tabletta,oral
14683,Zalasta 20 mg szájban diszpergálódó tabletta,oral
14684,Zalasta 20 mg tabletta,oral
14685,"ZALDIAR 37,5 mg/325 mg filmtabletta",oral
14686,"ZALDIAR 37,5 mg/325 mg pezsgőtabletta",oral
14687,ZANACODAR 40 mg tabletta,oral
14688,ZANACODAR 80 mg tabletta,oral
14689,"ZANACODAR COMBI 40 mg/12,5 mg tabletta",oral
14690,"ZANACODAR COMBI 80 mg/12,5 mg tabletta",oral
14691,ZANACODAR COMBI 80 mg/25 mg tabletta,oral
14692,ZANIDIP 10 mg filmtabletta,oral
14693,ZANIDIP 20 mg filmtabletta,oral
14694,ZANOCIN 200 mg filmtabletta,oral
14695,ZANTAC  150 mg filmtabletta,oral
14696,ZANTAC 150 mg filmtabletta,oral
14697,ZANTAC 300 mg filmtabletta,oral
14698,"ZARTANSIL  80 mg/12,5 mg filmtabletta",oral
14699,"ZARTANSIL 160 mg/12,5 mg filmtabletta",oral
14700,ZARTANSIL 160 mg/25 mg filmtabletta,oral
14701,"ZARTANSIL 320 mg/12,5 mg filmtabletta",oral
14702,ZARTANSIL 320 mg/25 mg filmtabletta,oral
14703,ZAVEDOS  5 mg kapszula,oral
14704,ZAVEDOS  5 mg por oldatos infúzióhoz,oral
14705,ZAVEDOS 10 mg kapszula,oral
14706,ZAVEDOS 10 mg por oldatos infúzióhoz,oral
14707,ZAVEDOS 25 mg kapszula,oral
14708,Zavesca 100 mg kemény kapszula,oral
14709,ZAVIXIN 10 mg filmtabletta,oral
14710,ZAVIXIN 20 mg filmtabletta,oral
14711,ZAVIXIN 40 mg filmtabletta,oral
14712,Zebinix 400 mg tabletta,oral
14713,Zebinix 600 mg tabletta,oral
14714,Zebinix 800 mg tabletta,oral
14715,Zeel kenőcs,oral
14716,Zeel tabletta,oral
14717,"ZEELAR CONTINUOUS 3 mg/0,03 mg filmtabletta",oral
14718,Zeffix 100 mg filmtabletta,oral
14719,Zeffix 5 mg/ml belsőleges oldat,oral
14720,ZEGLIDIA 30 mg módosított hatóanyagleadású tabletta,oral
14721,ZELADROL 20 mg gyomornedv-ellenálló tabletta,oral
14722,ZELADROL 40 mg gyomornedv-ellenálló tabletta,oral
14723,Zelboraf 240 mg filmtabletta,oral
14724,ZELDOX 10 mg/ml belsőleges szuszpenzió,oral
14725,ZELDOX 20 mg kemény kapszula,oral
14726,ZELDOX 40 mg kemény kapszula,oral
14727,ZELDOX 60 mg kemény kapszula,oral
14728,ZELDOX 80 mg kemény kapszula,oral
14729,ZEMERTINEX  5 mg filmtabletta,oral
14730,ZEMERTINEX  5 mg szájban diszpergálódó tabletta,oral
14731,ZEMERTINEX 10 mg filmtabletta,oral
14732,ZEMERTINEX 15 mg filmtabletta,oral
14733,ZEMERTINEX 15 mg szájban diszpergálódó tabletta,oral
14734,ZEMERTINEX 20 mg filmtabletta,oral
14735,ZEMERTINEX 20 mg szájban diszpergálódó tabletta,oral
14736,ZEMPLAR 1 mikrogramm lágy kapszula,oral
14737,ZEMPLAR 2 mikrogramm lágy kapszula,oral
14738,ZEMPLAR 4 mikrogramm lágy kapszula,oral
14739,Zenapax 5 mg/ml koncentrátum oldatos infúzióhoz,oral
14740,ZENDRACTIN 4 mg/100 ml oldatos infúzió,oral
14741,ZENICAMO  8 mg/5 mg tabletta,oral
14742,ZENICAMO 16 mg/10 mg tabletta,oral
14743,ZENOSTIG  8 mg tabletta,oral
14744,ZENOSTIG 16 mg tabletta,oral
14745,ZENOSTIG 24 mg tabletta,oral
14746,"ZEPHIRENE 3 mg/0,03 mg filmtabletta",oral
14747,Zerene  5 mg kemény kapszula,oral
14748,Zerene 10 mg kemény kapszula,oral
14749,Zerit 100 mg retard kemény kapszula,oral
14750,Zerit 15 mg kemény kapszula,oral
14751,Zerit 20 mg kemény kapszula,oral
14752,Zerit 200 mg por belsőleges oldathoz,oral
14753,Zerit 30 mg kemény kapszula,oral
14754,"Zerit 37,5 mg retard kemény kapszula",oral
14755,Zerit 40 mg kemény kapszula,oral
14756,Zerit 50 mg retard kemény kapszula,oral
14757,Zerit 75 mg retard kemény kapszula,oral
14758,ZERLINDA 4 mg/100 ml oldatos infúzió,oral
14759,"ZESPRONE  2,5 mg tabletta",oral
14760,ZESPRONE  5 mg szájban diszpergálódó tabletta,oral
14761,ZESPRONE  5 mg tabletta,oral
14762,"ZESPRONE  7,5 mg tabletta",oral
14763,ZESPRONE 10 mg szájban diszpergálódó tabletta,oral
14764,ZESPRONE 10 mg tabletta,oral
14765,ZESPRONE 15 mg szájban diszpergálódó tabletta,oral
14766,ZESPRONE 15 mg tabletta,oral
14767,ZESPRONE 20 mg szájban diszpergálódó tabletta,oral
14768,ZESPRONE 20 mg tabletta,oral
14769,"Zevalin 1,6 mg/ml készlet radioaktív infúzióhoz",oral
14770,Ziagen 20 mg/ml belsőleges oldat,oral
14771,Ziagen 300 mg filmtabletta,oral
14772,ZICARUX 30 mg módosított hatóanyagleadású tabletta,oral
14773,ZIDOXER  25 mg filmtabletta,oral
14774,ZIDOXER  50 mg filmtabletta,oral
14775,ZIDOXER 100 mg filmtabletta,oral
14776,ZIDOXER 200 mg filmtabletta,oral
14777,ZILOLA 5 mg filmtabletta,oral
14778,ZILOXICUM 60 mg kemény kapszula,oral
14779,ZIMPAX 20 mg gyomornedv-ellenálló tabletta,oral
14780,ZIMPAX 40 mg gyomornedv-ellenálló tabletta,oral
14781,Zincum isovalerianicum (Zincum valerianicum) golyócskák (C  5),oral
14782,Zincum isovalerianicum (Zincum valerianicum) golyócskák (C  6),oral
14783,Zincum isovalerianicum (Zincum valerianicum) golyócskák (C  9),oral
14784,Zincum isovalerianicum (Zincum valerianicum) golyócskák (C 12),oral
14785,Zincum isovalerianicum (Zincum valerianicum) golyócskák (C 15),oral
14786,Zincum isovalerianicum (Zincum valerianicum) golyócskák (C 30),oral
14787,Zincum isovalerianicum (Zincum valerianicum) golyócskák (C200),oral
14788,Zincum isovalerianicum (Zincum valerianicum) golyócskák (D 4),oral
14789,Zincum isovalerianicum (Zincum valerianicum) golyócskák (D 5),oral
14790,Zincum isovalerianicum (Zincum valerianicum) golyócskák (D 6),oral
14791,Zincum isovalerianicum (Zincum valerianicum) golyócskák (D10),oral
14792,Zincum isovalerianicum (Zincum valerianicum) golyócskák (D12),oral
14793,Zincum isovalerianicum (Zincum valerianicum) golyócskák (D30),oral
14794,Zincum metallicum golyócskák (  4CH),oral
14795,Zincum metallicum golyócskák (  5CH),oral
14796,Zincum metallicum golyócskák (  6CH),oral
14797,Zincum metallicum golyócskák (  9CH),oral
14798,Zincum metallicum golyócskák ( 12CH),oral
14799,Zincum metallicum golyócskák ( 15CH),oral
14800,Zincum metallicum golyócskák ( 30CH),oral
14801,Zincum metallicum golyócskák (200CH),oral
14802,ZINDACLIN 1% gél,oral
14803,ZINERYT por és oldószer külsőleges oldathoz,oral
14804,Zinforo 600 mg por oldatos infúzióhoz való koncentrátumhoz,oral
14805,ZINKOROT 25 mg tabletta,oral
14806,ZINNAT  500 mg filmtabletta,oral
14807,ZINNAT 125 mg filmtabletta,oral
14808,ZINNAT 125 mg/5 ml granulátum belsőleges szuszpenzióhoz,oral
14809,ZINNAT 250 mg filmtabletta,oral
14810,ZINNAT 500 mg filmtabletta,oral
14811,ZIPERID 1 mg filmtabletta,oral
14812,ZIPERID 2 mg filmtabletta,oral
14813,ZIPERID 3 mg filmtabletta,oral
14814,ZIPERID 4 mg filmtabletta,oral
14815,ZIPERID 6 mg filmtabletta,oral
14816,ZIPION 15 mg tabletta,oral
14817,ZIPION 30 mg tabletta,oral
14818,ZIPION 45 mg tabletta,oral
14819,ZIPLEMOL 2 mg/ml oldatos infúzió,oral
14820,ZIPRASIDON-ZENTIVA 20 mg kemény kapszula,oral
14821,ZIPRASIDON-ZENTIVA 40 mg kemény kapszula,oral
14822,ZIPRASIDON-ZENTIVA 60 mg kemény kapszula,oral
14823,ZIPRASIDON-ZENTIVA 80 mg kemény kapszula,oral
14824,ZIPRAZIDON MYLAN 40 mg kemény kapszula,oral
14825,ZIPRAZIDON MYLAN 60 mg kemény kapszula,oral
14826,ZIPRAZIDON MYLAN 80 mg kemény kapszula,oral
14827,ZIPRAZIDON TEVA 20 mg kemény kapszula,oral
14828,ZIPRAZIDON TEVA 40 mg kemény kapszula,oral
14829,ZIPRAZIDON TEVA 60 mg kemény kapszula,oral
14830,ZIPRAZIDON TEVA 80 mg kemény kapszula,oral
14831,ZIPRAZIDON-RATIOPHARM 40 mg kemény kapszula,oral
14832,ZIPRAZIDON-RATIOPHARM 60 mg kemény kapszula,oral
14833,ZIPWELL 20 mg kemény kapszula,oral
14834,ZIPWELL 40 mg kemény kapszula,oral
14835,ZIPWELL 60 mg kemény kapszula,oral
14836,ZIPWELL 80 mg kemény kapszula,oral
14837,ZITAZONIUM 10 mg tabletta,oral
14838,ZITINN 250 mg filmtabletta,oral
14839,ZITINN 500 mg filmtabletta,oral
14840,ZITROCIN 100 mg/5 ml por sziruphoz,oral
14841,ZITROCIN 250 mg kemény kapszula,oral
14842,ZITROCIN 500 mg filmtabletta,oral
14843,ZITROCIN FORTE 200 mg/5 ml por sziruphoz,oral
14844,ZITROCIN S 500 mg filmtabletta,oral
14845,ZMAX 2 g retard granulátum belsőleges szuszpenzióhoz,oral
14846,"ZOA 3 mg/0,03 mg filmtabletta",oral
14847,ZOCOR 10 mg filmtabletta,oral
14848,ZOCOR 10mg filmtabletta,oral
14849,ZOCOR 20 mg filmtabletta,oral
14850,ZOCOR 20mg filmtabletta,oral
14851,ZOCOR FORTE 40 mg filmtabletta,oral
14852,ZODEDIAB 30 mg módosított hatóanyagleadású tabletta,oral
14853,ZODEDIAB 60 mg módosított hatóanyagleadású tabletta,oral
14854,"Zoely 2,5 mg/1,5 mg filmtabletta",oral
14855,"ZOFIPRESS  7,5 mg filmtabletta",oral
14856,ZOFIPRESS 30 mg filmtabletta,oral
14857,ZOFRAN 16 mg végbélkúp,oral
14858,ZOFRAN 4 mg filmtabletta,oral
14859,ZOFRAN 4 mg/5 ml szirup,oral
14860,ZOFRAN 8 mg filmtabletta,oral
14861,"ZOIROS  2,5 mg filmtabletta",oral
14862,ZOIROS  5 mg filmtabletta,oral
14863,"ZOIROS  7,5 mg filmtabletta",oral
14864,ZOIROS 10 mg filmtabletta,oral
14865,ZOIROS 15 mg filmtabletta,oral
14866,ZOIROS 20 mg filmtabletta,oral
14867,ZOLACITOR 4 mg/5 ml koncentrátum oldatos infúzióhoz,oral
14868,"ZOLADEX DEPOT  3,6 mg implantátum előretöltött fecskendőben",oral
14869,"ZOLADEX DEPOT 10,8 mg implantátum előretöltött fecskendőben",oral
14870,ZOLAFREN  5 mg tabletta,oral
14871,ZOLAFREN 10 mg tabletta,oral
14872,ZOLAPIN  5 mg filmtabletta,oral
14873,ZOLAPIN  5 mg szájban diszpergálódó tabletta,oral
14874,ZOLAPIN 10 mg filmtabletta,oral
14875,ZOLAPIN 10 mg szájban diszpergálódó tabletta,oral
14876,ZOLAPIN 15 mg filmtabletta,oral
14877,ZOLAPIN 15 mg szájban diszpergálódó tabletta,oral
14878,ZOLAPIN 20 mg filmtabletta,oral
14879,ZOLAPIN 20 mg szájban diszpergálódó tabletta,oral
14880,ZOLASWIFT  5 mg szájban diszpergálódó tabletta,oral
14881,ZOLASWIFT 10 mg szájban diszpergálódó tabletta,oral
14882,ZOLASWIFT 15 mg szájban diszpergálódó tabletta,oral
14883,ZOLASWIFT 20 mg szájban diszpergálódó tabletta,oral
14884,ZOLEDRONAT STADA 4 mg/5 ml koncentrátum oldatos infúzióhoz,oral
14885,Zoledronsav Actavis 4 mg/5 ml koncentrátum oldatos infúzióhoz,oral
14886,ZOLEDRONSAV CIPLA 5 mg/100 ml oldatos infúzió,oral
